sport,season,competition_name,event_i_d,event_name_short,event_gender,competition_date,name,person_i_d,person_age_days,country,rank,snatch1,snatch1_success,snatch2,snatch2_success,snatch3,snatch3_success,cj1,cj1_success,cj2,cj2_success,cj3,cj3_success,total
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,SABIHI Rkia,1969592,7170.0,MAR,,85,True,90,False,90,False,105,False,108,False,110,False,0
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,WHITING Hayley Elizabeth,1999258,11404.0,NZL,22.0,93,False,93,False,93,True,109,True,113,False,115,False,202
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,LOWIK Nikki Merel Elisabeth,2066016,8470.0,NED,,103,False,103,True,107,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,MEJIA PEGUERO Yudelina,2192670,9806.0,DOM,9.0,107,True,111,False,111,True,133,True,138,False,142,False,244
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,JAMALI GALEH Yekta,2198815,7054.0,WRT,19.0,95,False,95,True,100,True,117,True,121,True,125,True,225
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,DUMAS Rosalie,2258595,11783.0,CAN,,102,True,106,True,108,False,125,False,125,False,125,False,0
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,KIM Iseul,2265830,8810.0,KOR,6.0,110,True,115,True,118,False,140,True,143,False,143,False,255
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,RUSTAMOVA Anamjan,2295219,6546.0,TKM,11.0,105,True,108,True,110,True,130,True,134,False,135,False,240
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,PRITCHARD LOLO Ajah,2329547,7913.0,VAN,,90,False,90,False,90,False,100,True,105,True,110,True,0
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,ERIGHINA Elena,2405381,10172.0,MDA,12.0,103,True,106,True,108,True,125,True,132,True,136,False,240
Weightlifting,2024,Phuket,200017528,81kg ,Women,2024-04-09,NAGASHIMA Wakana,2408848,6632.0,JPN,,105,False,105,False,105,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,LUO Shifang,1715918,8459.0,CHN,1.0,103,True,108,False,108,True,133,True,140,False,140,True,248
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,KIM Il Gyong,1645446,7556.0,PRK,2.0,102,True,106,True,108,True,125,True,132,False,132,True,240
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,CHARRON Maude G,1583448,11298.0,CAN,3.0,100,True,103,True,106,True,125,True,129,False,130,True,236
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,PEI Xinyi,2372295,6759.0,CHN,4.0,103,True,107,False,107,False,130,True,134,False,134,False,233
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,KUO Hsing-Chun,858556,11086.0,TPE,5.0,98,True,100,True,102,False,125,True,130,True,0,False,230
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,VENEGAS VALERA Anyelin Maria,1818344,9199.0,VEN,6.0,98,True,101,True,103,True,120,True,124,True,126,True,229
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,ANDO Elreen Ann,1583380,9579.0,PHI,7.0,98,True,100,True,102,False,125,False,125,True,128,True,228
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,LAWAL Rafiatu Folashade,2020828,9975.0,NGR,8.0,96,True,101,False,101,True,121,True,126,True,128,False,227
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,ALVAREZ CAICEDO Yenny Fernanda,1093404,10542.0,COL,9.0,98,False,98,True,100,True,125,True,130,False,130,False,225
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,TCHAKOUNTE Dora Meiriama,858581,10604.0,FRA,10.0,95,True,98,True,101,True,115,True,120,True,123,True,224
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,DIAZ Hidilyn,616554,12096.0,PHI,11.0,95,True,99,True,101,False,123,True,127,False,127,False,222
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,SASSER Mathlynn Langtor,1060496,9961.0,MHL,12.0,94,True,97,True,99,True,113,True,117,True,120,False,216
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,STERCKX Nina,1718505,7922.0,BEL,13.0,96,True,100,True,102,False,111,True,116,True,121,False,216
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,MAGISTRIS Lucrezia,1163191,9114.0,ITA,14.0,99,True,102,False,103,False,115,False,115,False,115,True,214
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,BETEYOB Natasya,2311281,8577.0,INA,15.0,94,True,98,True,100,False,115,True,124,False,124,False,213
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,ANDOH Mikiko,859907,11508.0,JPN,16.0,92,True,94,False,94,False,121,True,126,False,126,False,213
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,QUANG Thi Tam,2356980,7680.0,VIE,17.0,96,False,96,True,99,False,116,True,122,False,122,False,212
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,SARAH,2265780,6678.0,INA,18.0,93,True,96,True,100,False,113,True,117,False,117,False,209
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,ELLIOTT Kiana Rose,1275581,9747.0,AUS,19.0,95,True,98,False,99,False,112,True,114,True,118,False,209
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,COTRUTA Andreea,1954132,7449.0,ROU,20.0,90,True,93,False,94,True,113,True,118,False,118,False,207
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,HAN Jian,2267571,10496.0,KOR,21.0,93,False,95,True,99,False,107,True,112,True,115,False,207
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,MOORE Shayla Mariah,2323561,10389.0,USA,22.0,82,True,85,True,88,True,110,False,110,True,115,True,203
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,CHIU Yu Ling,2481721,7240.0,TPE,23.0,82,True,84,True,86,True,110,False,111,True,115,True,201
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,SMITH Zoe,858775,10935.0,GBR,24.0,85,False,85,True,88,False,109,True,113,True,116,False,198
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,GEORGOPOULOU Sofia,2243692,8594.0,GRE,25.0,85,True,90,False,90,True,105,True,110,False,110,False,195
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,KARDARA Maria,1709785,8255.0,GRE,26.0,84,True,87,True,90,False,103,True,105,True,107,False,192
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,SHEPARD Kayla,2323546,9382.0,CAN,27.0,79,True,83,False,83,True,104,True,108,True,110,False,191
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,ENKHBAATAR Enkhtamir,1645431,8855.0,MGL,28.0,83,False,83,True,86,False,100,True,104,True,107,False,187
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,CRYMBLE Hannah,2300187,10385.0,IRL,29.0,82,True,85,False,85,True,100,True,103,False,104,False,185
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,CASADEVALL Maria Luz,1583444,8418.0,ARG,30.0,80,True,87,False,95,False,101,True,105,True,120,False,185
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,MEISTER Scheila,2017224,13486.0,SUI,31.0,78,True,80,True,82,True,100,False,100,True,104,False,182
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,BALABAYUK Darya,2303130,6286.0,KAZ,32.0,78,True,81,False,82,True,95,True,99,True,101,False,181
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,LIFU Mary Kini,1405739,10763.0,SOL,33.0,67,True,70,True,72,False,85,True,90,True,93,False,160
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,GUILLEN VAZQUEZ Daphne,1958320,8049.0,MEX,,90,False,90,True,95,False,117,False,117,False,117,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,SHERMETOVA Kristina,858689,11271.0,TKM,,91,False,91,True,94,False,111,False,111,False,115,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,RODRIGUEZ GOMEZ Genesis Lourdes,858375,10853.0,VEN,,99,True,102,True,104,False,122,False,122,False,126,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,RETULAINEN Saara Sylvia Amanda,1350217,11266.0,FIN,,94,True,97,False,97,False,124,False,124,False,124,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,YODSARN Suratwadee,2295286,7568.0,THA,,92,True,95,True,97,False,123,False,123,False,127,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,KONOTOP Kamila,1415748,8412.0,UKR,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,WILKINS Taylor Nicole,1674835,9809.0,USA,,97,False,98,False,98,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,ANDERSSON Ine Drablos,1441090,12648.0,NOR,,90,False,91,False,91,False,113,False,113,True,119,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,GOMEZ VALDIVIA Janeth,1163176,9656.0,MEX,,97,False,97,False,100,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,RIGAUD Garance,1344045,8909.0,FRA,,94,False,94,False,95,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200016416,59kg ,Women,2024-04-02,SPIES Anneke,2199222,11237.0,RSA,,80,False,80,False,80,False,96,True,99,True,102,False,0
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,REEVES Olivia Lynn,1958314,7659.0,USA,1.0,112,True,115,True,118,True,142,True,147,True,150,True,268
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,TOMA Loredana-Elena,858699,10560.0,ROU,12.0,105,True,110,False,110,False,125,True,130,True,134,False,235
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,SCHWEIZER Lisa Marie,1144667,10491.0,GER,19.0,103,True,107,False,107,True,122,True,128,False,132,False,229
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,DAVIES Sarah,1246050,11554.0,GBR,18.0,100,True,103,False,104,False,130,True,134,False,139,False,230
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,SANCHEZ PERINAN Mari Leivis,1271158,11870.0,COL,7.0,104,False,104,True,110,True,130,True,135,False,135,False,240
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,GANZORIG Anuujin,1273564,9286.0,MGL,27.0,93,False,95,True,100,False,115,True,120,False,125,False,210
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,CHEN Wen-Huei,1275613,9905.0,TPE,4.0,103,False,105,True,108,False,133,False,135,True,141,True,246
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,PALACIOS DAJOMES Angie Paola,1378061,8608.0,ECU,6.0,113,False,113,True,116,False,132,True,136,False,0,False,245
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,UEPA Maximina,1405740,7868.0,NRU,,93,False,93,True,95,True,119,False,119,False,119,False,0
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,ALMADANI Mai Ahmad Essa Ahmad,1414733,8291.0,UAE,34.0,70,True,73,False,73,True,85,True,88,False,88,False,158
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,VALODZKA Siuzanna,1415714,8634.0,RUS,10.0,103,True,106,True,108,True,129,True,134,False,136,False,237
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,MACROHON Kristel,1440836,10285.0,PHI,14.0,103,False,103,False,103,True,130,True,135,False,138,False,233
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,LENT Ketty,1445718,8473.0,MRI,28.0,90,True,95,True,100,False,115,True,120,False,120,False,210
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,GOLD Celia Henna,1506910,9553.0,ISR,21.0,98,True,101,False,101,True,125,True,131,False,131,False,226
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,GRAILLOT Vicky,1534487,8680.0,FRA,25.0,91,False,91,True,95,False,116,True,120,True,124,False,211
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,MISERENDINO Giulia,1645440,7958.0,ITA,,103,False,103,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,SARNO Vanessa,1645615,7497.0,PHI,5.0,105,True,108,True,110,True,135,False,135,True,138,False,245
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,ALWINE Meredith Leigh,1666671,9435.0,USA,15.0,99,True,102,False,103,False,130,False,130,True,133,True,232
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,LIAO Guifang,1715862,8368.0,CHN,2.0,115,True,120,False,120,False,149,False,149,True,154,False,264
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,SONG Kuk Hyang,1715926,8466.0,PRK,3.0,115,True,120,False,120,False,146,True,154,False,154,False,261
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,ENOCK Rachel Achieng,1745458,7147.0,KEN,33.0,73,True,76,False,76,True,86,True,88,True,91,False,164
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,SAID Neama Said Fahmi,1787151,7814.0,EGY,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,MUN Minhee,1814394,10502.0,KOR,13.0,101,True,104,True,106,True,128,True,134,False,134,False,234
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,COCHRANE Sarah Maureen,1920648,12615.0,AUS,30.0,93,True,97,False,97,False,115,True,122,False,122,False,208
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,JAKAITE Lijana,1926584,9380.0,LTU,29.0,94,True,97,False,97,False,114,False,115,True,118,False,209
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,MIRABAL FERIA Yeniuska,1968744,9857.0,CUB,9.0,103,True,107,True,109,True,129,True,133,False,133,False,238
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,SELEMAIA Olivia Shalom,2000294,6615.0,NZL,26.0,92,False,92,True,95,True,115,True,119,False,119,False,210
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,PHAM Thi Hong Thanh,2017226,9012.0,VIE,16.0,103,False,105,True,107,False,126,True,135,False,135,False,231
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,EZE Joy Ogbonne,2020840,7245.0,NGR,8.0,103,False,103,True,106,False,131,True,136,True,138,False,239
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,RAMADANI Tsabitha Alfiah,2059446,8506.0,INA,22.0,100,True,103,False,103,False,115,True,118,True,120,True,220
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,TABONE Roberta,2085962,10733.0,MLT,31.0,85,True,88,False,88,True,105,True,108,False,108,False,193
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,SEGAWA Runa,2092657,7447.0,JPN,,100,False,100,False,102,False,124,True,127,True,131,False,0
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,STURLUDOTTIR Eyglo Fanndal,2243636,8322.0,ISL,11.0,103,True,106,True,108,False,130,True,134,False,134,False,236
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,YLISOINI Anna Janette Tellervo,2243658,6576.0,FIN,20.0,103,False,103,False,105,True,123,True,127,False,127,False,228
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,DA COSTA Schott Amanda,2258572,10057.0,BRA,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,ASHWORTH Alexis,2327706,9205.0,CAN,17.0,101,False,101,True,104,False,125,True,129,False,130,True,231
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,JEFFERIES Laryne,2362415,11870.0,RSA,32.0,86,False,86,False,86,True,103,True,107,False,109,False,189
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,NICHELE Jacqueline Mary,2373459,8797.0,AUS,23.0,90,True,94,True,97,False,115,True,120,True,122,False,214
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,GARCIA HERNANDEZ Diana Laura,2417861,9994.0,MEX,24.0,92,True,95,False,95,False,122,True,127,False,127,False,214
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,ALAMEER Hanan Y M A H,2506607,11118.0,KUW,36.0,60,True,65,False,65,True,70,True,73,True,75,False,138
Weightlifting,2024,Phuket,200017525,71kg ,Women,2024-04-06,ALMOHAMMAD Zainab S F M F,2521192,10944.0,KUW,35.0,53,True,58,True,61,True,70,True,78,False,78,True,139
Weightlifting,2024,Phuket,100017477,67kg ,Men,2024-04-04,YASIN Mohammad,1645481,8843.0,INA,4.0,130,True,133,True,140,False,160,True,165,False,165,False,293
Weightlifting,2024,Phuket,100017477,67kg ,Men,2024-04-04,MASSIDDA Sergio,1645514,8104.0,ITA,2.0,140,True,145,False,145,True,165,True,170,False,172,True,317
Weightlifting,2024,Phuket,100017477,67kg ,Men,2024-04-04,AL BUSAIDI Elyas Tamim,1715836,9247.0,OMA,7.0,120,True,126,True,130,False,150,True,157,False,160,False,276
Weightlifting,2024,Phuket,100017477,67kg ,Men,2024-04-04,MURATBEK UULU Ishimbek,1790260,8151.0,KGZ,3.0,118,True,122,True,125,False,160,True,166,True,172,True,294
Weightlifting,2024,Phuket,100017477,67kg ,Men,2024-04-04,HU Jyun-Siang,2017225,8920.0,TPE,8.0,115,False,115,False,115,True,155,True,163,False,166,False,270
Weightlifting,2024,Phuket,100017477,67kg ,Men,2024-04-04,THONGSUK Patsaphong,2246834,6917.0,THA,6.0,115,True,120,True,123,True,145,True,150,True,155,True,278
Weightlifting,2024,Phuket,100017477,67kg ,Men,2024-04-04,DING Hongjie,2372266,8100.0,CHN,,125,True,128,True,131,False,165,False,165,False,165,False,0
Weightlifting,2024,Phuket,100017477,67kg ,Men,2024-04-04,RI Won Ju,2453089,7870.0,PRK,1.0,135,True,141,True,144,True,174,True,182,True,189,True,333
Weightlifting,2024,Phuket,100017477,67kg ,Men,2024-04-04,ABDULJALIL Munther Ahmed Mohammed Abdulla,2506598,9268.0,UAE,9.0,78,False,78,False,78,True,95,True,100,True,102,True,180
Weightlifting,2024,Phuket,100017477,67kg ,Men,2024-04-04,RATPHET Teerawat,2506605,8916.0,THA,5.0,125,True,130,True,132,True,155,True,160,True,165,False,292
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,SHI Zhiyong,1285971,11134.0,CHN,2.0,161,True,164,False,165,True,191,True,195,False,196,False,356
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,KINGUE MATAM Bernardin Ledoux,607608,12373.0,FRA,,143,True,145,False,145,False,177,False,183,False,183,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,CALJA Briken,649429,12463.0,ALB,10.0,145,True,150,True,152,True,181,True,185,False,185,False,333
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,BEN HNIA Karem,858278,10735.0,TUN,15.0,145,True,147,True,149,False,175,True,0,False,0,False,322
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,DISSANAYAKE MUDIYANSELAGE Indika C D,883621,12719.0,SRI,23.0,127,True,131,True,133,False,157,True,160,True,162,False,291
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,YOKUBOV Doston,1093435,10592.0,UZB,,141,False,141,False,144,False,178,True,183,False,183,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,MOSQUERA LOZANO Luis Javier,1093557,10601.0,COL,9.0,150,False,150,True,154,False,180,True,185,True,188,False,335
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,SUHAREVS Ritvars,1093590,9215.0,LAT,6.0,151,True,154,True,157,True,178,True,184,True,187,False,341
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,LANG Max Richard,1144821,11442.0,GER,13.0,143,True,147,True,149,False,180,True,189,False,189,False,327
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,RUSTAMOV Isa,1163097,8916.0,AZE,16.0,140,True,145,False,145,True,170,True,175,True,180,False,320
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,MAYORA PERNA Julio Ruben,1163113,10076.0,VEN,8.0,147,True,151,False,151,True,183,True,185,True,188,True,339
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,MIYAMOTO Masanori,1163143,9895.0,JPN,4.0,150,True,155,False,158,True,187,True,192,True,0,False,350
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,ZANNI Mirko,1163154,9667.0,ITA,,150,False,153,False,153,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,KUDLASZYK Piotr Mateusz,1163228,9077.0,POL,,137,True,140,False,140,False,176,False,177,False,177,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,CHIANG Tsung-Han,1172211,10113.0,TPE,18.0,138,True,142,False,142,True,168,True,173,True,177,True,319
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,SANCHEZ LOPEZ David,1237612,10851.0,ESP,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,VACHON Nicolas,1263434,10135.0,CAN,22.0,135,False,135,False,135,True,170,True,177,False,177,False,305
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,KONNAI Mitsunori,1275591,10248.0,JPN,,145,False,145,False,150,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,CHUANG Sheng-Min,1393745,9400.0,TPE,19.0,140,True,144,False,144,False,172,True,177,True,180,False,317
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,RAOBU Manuila,1405726,8599.0,TUV,25.0,116,True,120,True,126,True,146,True,153,False,153,False,272
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,OZBEK Muhammed Furkan,1415770,8471.0,TUR,7.0,148,True,150,True,152,True,186,True,189,False,189,True,341
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,ANDRIATSITOHAINA Tojonirina Alain,1440995,10630.0,MAD,,145,False,146,False,146,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,CARDENAS ESTRADA Jorge Adan,1497911,9845.0,MEX,21.0,140,False,140,False,140,True,160,True,165,True,170,True,310
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,MURRAY Christopher John,1534413,9190.0,GBR,,144,False,146,True,150,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,MUHAMMAD Erry Hidayat,1547969,8898.0,MAS,20.0,140,False,140,False,140,True,165,True,170,True,174,False,310
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,BAK Joohyo,1583401,9776.0,KOR,5.0,147,False,147,True,150,True,192,True,195,True,199,False,345
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,LEE Sangyeon,1583464,10533.0,KOR,,148,False,148,True,151,False,195,False,198,False,198,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,REYIMOV Bektimur,1645355,7792.0,TKM,11.0,150,True,153,False,153,True,180,True,183,False,184,False,333
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,RASHIDOV Bunyad,1645357,8796.0,TKM,14.0,152,False,155,True,158,False,170,True,181,False,181,False,325
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,TOSHTEMIROV Mukhammadkodir,1645485,8235.0,UZB,,145,True,149,False,152,False,172,False,172,False,172,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,ABDULLAH Rahmat Erwin,1645500,8574.0,INA,3.0,155,True,160,True,162,False,195,True,206,False,206,False,355
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,TAIIROV Elzar,1790253,7509.0,KGZ,24.0,125,True,130,True,135,False,145,True,152,True,157,False,282
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,GRIMSLAND Ryan Henry,1813769,8037.0,USA,,145,True,150,False,150,False,185,False,187,False,191,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,JAVADOV Omar,1821600,8039.0,AZE,12.0,149,True,153,True,156,False,170,True,175,True,178,False,328
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,GENC Yusuf Fehmi,1821621,7987.0,TUR,,146,True,149,False,149,False,184,False,185,False,190,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,GUTU Roberto,1926575,8652.0,GER,,148,True,152,True,153,True,175,False,183,False,183,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,JUNIANSYAH Rizki,2065732,7597.0,INA,1.0,155,True,164,False,164,True,192,True,201,True,203,False,365
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,WICHUMA Weeraphon,2246842,7118.0,THA,,147,True,150,False,151,False,192,False,193,False,193,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,UMOAFIA Edidiong Joseph,2265814,7863.0,NGR,17.0,142,True,147,True,150,False,172,True,177,False,177,False,319
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,CAHOY Caden Taiyo,2295223,7369.0,USA,,143,True,147,False,147,False,187,False,193,False,193,False,0
Weightlifting,2024,Phuket,100017480,73kg ,Men,2024-04-03,REYES VIDAL Jair Abimelet,2488056,8668.0,ECU,,140,False,140,True,145,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017489,96kg ,Men,2024-04-07,WON Jongbeom,1583398,10013.0,KOR,1.0,170,True,179,False,179,False,210,True,219,True,0,False,389
Weightlifting,2024,Phuket,100017489,96kg ,Men,2024-04-07,ABOKAHLA Karim Ibrahim Ibrahim Ali,1163118,10009.0,EGY,2.0,165,True,171,False,171,False,205,True,0,False,0,False,370
Weightlifting,2024,Phuket,100017489,96kg ,Men,2024-04-07,KENNEDY Braydon James,2265790,10282.0,CAN,3.0,156,True,161,True,165,True,187,True,192,False,193,True,358
Weightlifting,2024,Phuket,100017489,96kg ,Men,2024-04-07,NANAI LIVI Maeu,1344201,9200.0,SAM,4.0,155,False,155,True,160,False,186,True,190,False,192,True,347
Weightlifting,2024,Phuket,100017489,96kg ,Men,2024-04-07,TARMALOV Nursultan,2453085,7615.0,KGZ,5.0,145,True,151,True,157,False,170,True,182,False,185,False,321
Weightlifting,2024,Phuket,100017489,96kg ,Men,2024-04-07,LOPEZ CARPIZO Jose Luis,1163110,9780.0,MEX,6.0,130,True,135,True,140,True,160,True,171,True,180,False,311
Weightlifting,2024,Phuket,100017489,96kg ,Men,2024-04-07,DALEY James Francis,2192647,12970.0,JAM,8.0,110,True,113,True,116,False,135,True,138,True,141,False,251
